"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,"Week Number","Unique Identifier","Start Day","Start Month","End Day","End Month",Aged,Ague,Apoplexy,Asthma,Bed-ridden,Blasted,Bleeding,Bloody-flux,Calenture,Cancer,Canker,"Chicken Pox",Child-Bed,Chrisoms,Cold,Colick,Consumption,Convulsion,Cough,Cramp,Diabetes,Dropsie,Falling-sickness,Fever,Fistula,"Flox and Small-Pox","Flox and Small-Pox (Descriptive Text)",Flux,French-Pox,Frets,Gangreen,Gout,Gravel,Grief,"Griping in the Guts",Headache,Headmouldshot,"Hooping Cough",Hiccough,Horshoehead,Impostume,Infants,Inflammation,Itch,Jaundies,Jaw-fallen,"Kings Evil",Leprosie,Lethargy,Liver-grown,Looseness,"Lunatick and Frenzy","Malignant Fever",Meagrim,Measles,Miscarriage,Mortification,Mother,"Noli me tangere",Palsie,Plague,Planet,Plurisie,Purples,Quinsie,Rash,Rheumatism,Rickets,"Rising of the Lights","Running of the Reins",Rupture,"Scald Head","Scarlet Fever",Sciatica,Scowring,Scurvy,Sores,Shingles,Spleen,Spotted-Fever,"St. Anthony's Fire",Starved,"Starved (Descriptive Text)",Stone,"Stopping of the Stomach",Strangury,Strongullion,Suddenly,Surfeit,"Swelling in the Throat",Swine-Pox,Teeth,Thrush,Tissick,Tympany,"Twisting of the Guts",Ulcer,Vapours,Vomiting,"Water in the Head",Wen,Wind,Wolf,Worms,Abortive,Overlaid,Still-born,Drowned,"Drowned (Descriptive Text)","Found Dead","Found Dead (Descriptive Text)",Executed,"Executed (Descriptive Text)",Killed,"Killed (Descriptive Text)",Suicide,"Suicide (Descriptive Text)",Other,"Other (Descriptive Text)","Christened (Male)","Christened (Female)","Christened (In All)","Buried (Male)","Buried (Female)","Buried (All)","Increase/Decrease in Burials"
1147,14640,1198,1,1703,4,Laxton-1703-04-verso,4,January,11,January,56,,1,,,,,,,1,,,4,2,,2,75,98,,,,25,,62,,28,"flox 0; small-pox 28",,,,,,,,14,,,,,,,,,,3,,3,,,,,1,,,,,1,,,,,,3,,,,3,7,2,,,,,,,,,,,,,,,2,13,,,,,,,34,1,25,,,,,,,,,,1,4,,4,,,,,,,1,"Murdered at St Leonard in Shoreditch 1",,,,,170,162,332,234,242,476,-35
1148,14641,1199,1,1703,5,Laxton-1703-05-verso,11,January,18,January,65,,1,1,1,,,,,1,,,9,4,,1,79,129,,,,25,,71,3,38,"flox 0; small-pox 38",,1,,,3,,1,21,,,,,,,1,,,1,,2,,,,,1,,,,,,,,,,,1,,,,3,12,1,,2,,,,,,,,,2,,,,4,9,,,2,1,,,29,,16,,,3,,,,,,,3,1,4,18,,,,,,,2,"One by a Cart Wheel at St Olave in Southwark (Buried at St Andrew in Holborn) 1; And one by a Cart Wheel at St Andrew in Holborn 1",,,2,"Sore-Leg 1; Bruised at St Mary at Rotherhith 1",167,154,321,285,289,574,98
1149,14642,1200,1,1703,6,Laxton-1703-06-verso,18,January,25,January,51,,2,1,1,,,,,1,,,1,4,,7,85,84,,,,23,,77,,30,"flox 0; small-pox 30",,2,,,,,,15,,,,,,,1,,,1,,,,,,,1,,,,,2,,,,,,,2,1,,1,13,2,,,,,,,,,,,1,,,,1,12,,,1,,,,31,1,14,,,2,,1,,,,,,2,,9,,,1,"Found dead in the Thames at St Olave in Southwark 1",,,1,"Murdered (a Female Infant) at St Andrew in Holborn 1",,,1,"Kill'd by an accidental Fall down Stairs at St Martin Orgars 1",176,162,338,237,249,486,-88
1150,14643,1201,1,1703,7,Laxton-1703-07-verso,25,January,1,February,38,,1,,,,,,,1,,,5,2,,1,77,99,,,,23,,73,1,24,"flox 0; small-pox 24",,1,,,,,,12,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,1,3,6,2,,2,,,,,3,,,,,,,,,8,,,2,1,,,27,1,15,,,,,1,2,,,,1,2,2,12,,,,,1,,,,,,6,"Sore-Leg 2; Burnt by an accidental Fall into the Fire at St Mary at Newington 1; One by a Fall against a Bench at St Andrew in Holborn 1; One by a Fall from a Shroud of a Ship at Dustan at Stepney 1; And one accidentally at St Mary in Whitechappel 1",172,176,348,223,239,462,-24
1151,14644,1202,1,1703,8,Laxton-1703-08-verso,1,February,8,February,43,,,,,,1,1,,4,,,1,1,,1,66,104,,,1,27,,66,,29,"flox 0; small-pox 29",,1,,1,1,,,14,,1,,,,,,,,1,,1,,,1,,1,,,1,,1,,,1,,,,,,,1,9,6,,,,,,,,,,,,,,,1,4,,,2,,,,20,,8,1,,,,1,,,,,2,1,,10,,,1,"Found dead in the Thames at St Paul at Shadwel 1",,,1,"One by a Cart-Wheel 1",2,"Drowned in the Wheel-Pond (being Lunatick) at St Mary at Islington 1; Hang'd himself (being Lunatick at St Margaret in Westminster 1",5,"Burnt accidentally at St Giles without Cripplegate 3; One accidentally by a Fall out of a Window at St Margaret in Lothbury 1; And on by a Mill at St Dunstan at Stepney 1",170,158,328,236,210,446,-16
1193,14645,1203,1,1703,9,Laxton-1703-09-verso,8,February,15,February,36,,,,,,,,,1,,,5,3,,1,64,111,,,,19,,54,2,23,"Small-pox 23",1,2,,,,,,25,,,,,,3,,,,,,3,,,,,,,,,,1,,,,,,3,,1,,,8,2,,1,,1,,,,,,,,,,,,8,,1,1,3,,,30,,13,,,,,,,,,,,3,5,7,1,"Drowned at St Saviour in Southwark 1",,,,,1,"Murthered at St Boltoph without Aldgate 1",,,,,144,127,271,224,219,443,-3
1194,14646,1204,1,1703,10,Laxton-1703-10-verso,15,February,22,February,48,,,,,,,,,1,,,7,2,,,79,118,,,,30,,46,1,26,"Small-pox 26",2,3,,1,1,,,22,,1,,,,2,,,,2,,2,,,,,,,,,,,,,2,,,1,1,1,,,14,3,,1,,,,,2,,,,2,,,,1,7,,,,1,,,24,2,11,,,1,,,1,,,,2,1,1,10,,,,,,,1,"One by a Blow on the Head with a Catstick at Alhallows Barkin 1",,,2,"Sore-Leg 1; And one accidentally by a Fall from an House at St Andrew in Holborn 1",171,164,335,241,245,486,43
1195,14647,1205,1,1703,11,Laxton-1703-11-verso,22,February,29,February,35,,2,,,,,,,1,,,2,2,,3,71,132,,,,30,,61,2,20,"small-pox 20",,2,,2,,,,20,,,,,,1,1,,,2,,3,,,,,,,,,,,,,2,,,,,,,2,11,8,,1,,,,,,,,,,,,,2,10,,,1,2,,,20,,10,,,,,,,,,,2,,3,9,,,,,,,,,,,1,"Chin-Cough 1",158,167,325,239,237,476,-10
1196,14648,1210,1,1703,12,Laxton-1703-12-verso,29,February,7,March,45,,,1,,,,,,1,1,,4,3,,2,71,102,,,,28,,57,,23,"small-pox 23",1,,,1,1,,,23,,,,,,2,3,,,,,3,,,1,,,,,,,,,,2,,,1,2,,,,9,1,,1,,1,,,,,,1,,,,,2,9,,,,1,,,25,,12,,,2,,,,1,,,1,1,3,11,1,"Drowned at St Saviour in Southwark 1",1,"Found dead in the Church-Yard (a Female Infant) at St Clement Danes 1",,,4,"Kill'd by a Musquet Shot (in a Mutiny) at St Mary in the Savoy 3; Murdered (an Infant) at St Michael Bassishaw 1",1,"Cut his Throat at St Martin in the Fields 1",,,193,153,346,249,217,466,-10
1197,14649,1211,1,1703,13,Laxton-1703-13-verso,7,March,14,March,63,,1,,,,,,,2,,,9,,,3,72,99,,,,29,,60,,29,"small-pox 29",,3,,,,,,17,,,,,,1,1,,,1,,1,,,,,5,,,1,,1,,,,,,,,,,,10,1,,,,,,,,,,,2,,,,1,7,1,,1,3,,,26,1,4,1,1,1,,,2,,,,,2,1,12,1,"Drowned accidentally in the Thames at St Paul in Shadwel 1",,,,,,,,,1,"Burnt accidentally (by her own Wearing Cloths) at St Olave in Southwark 1",147,133,280,224,253,477,11
1198,14650,1209,1,1703,14,Laxton-1703-14-verso,14,March,21,March,31,1,,,,,,,,2,,,,,,2,62,123,,,,20,,66,1,27,"small-pox 27",,1,,1,1,,,22,,1,,,,2,,,,3,,1,,,,,1,,,,,1,,,,,,2,1,,,1,12,3,,,,,,,,,,,2,,,,,6,,,5,1,,,31,,7,,1,,,1,1,,,,,1,1,31,,,,,,,,,,,2,"Bursten 1; Sore Throat 1",170,158,328,229,231,460,-17
1199,14651,1212,1,1704,15,Laxton-1704-15-verso,21,March,28,March,37,,1,,,,,,,,,,6,,,3,69,117,,,1,23,,52,,18,"small-pox 18",,2,,1,1,,1,18,,,,,,2,1,,,4,,1,,,,,,,,,,1,,,,,,,,,,2,11,4,,1,,,,,1,,,,2,,,,,10,,,3,,,,28,,9,1,,1,,,,,,,,3,1,10,,,,,1,,2,"Kill'd in a Crane at Alhallows Barkin 1; Murthered at St Giles in the Fields 1",,,2,"Bruised at Christ Church in Surry 1; Excessive Drinking at St George in Southwark 1",153,139,292,241,207,448,-12
1200,14652,1213,1,1704,16,Laxton-1704-16-verso,28,March,4,April,45,,,1,,,,1,,2,,,3,2,,5,59,111,,,,28,,41,,20,"small-pox 20",,,,,,,,17,,,,,,4,,,,2,,1,,,,,1,,,1,,,,,,,,1,,,,1,10,2,,,,,,,,,,,,,,,1,5,,,1,,,,21,2,5,,,1,,,,,,,1,1,2,5,,,,,,,,,1,"Threw herself out a Window (being Lunatick) at St Margaret Pattons 1",1,"Kill'd by an accidental Fall from a Ladder at St Andrew in Holbourn 1",135,175,310,201,204,405,-43
1201,14653,1214,1,1704,17,Laxton-1704-17-verso,4,April,11,April,32,,2,,,,,,,1,1,,7,,,3,55,115,,,,22,,54,,23,"small-pox 23",,1,,,2,,1,18,,,,,,1,1,,,,,1,,,,,2,,,,,,,,,,,2,,1,,2,6,3,,1,,,,,,,,1,,,,,,9,,,1,1,,,32,,4,,,,,,1,,,,,,1,11,2,"One accidentally at St Mary Magdalen Bermondsey 1. And one accidentally by Oversetting of his Boat at St Paul at Shadwel 1",1,"Found dead in the Thames at St Dunstan at Stepney 1",,,1,"Murthered at St Giles in the Fields 1",,,1,"Kill'd accidentally by a Piece of Timber at St Dunstan at Stepney, Buried at St Mary at Rotherhith 1",158,139,297,219,204,423,18
1202,14654,1215,1,1704,18,Laxton-1704-18-verso,11,April,18,April,40,,1,1,1,,,,,,,,8,,,,66,132,,,,21,,58,2,17,"small-pox 17",,1,,,,1,,23,,1,,,,2,2,,,3,,3,,,,,1,,,,,1,,,,,,2,,,,,11,3,,1,,,,,1,,,,1,,,,3,9,,,2,3,,,29,1,7,1,,1,,1,,,,,,1,3,11,1,"Drowned accidentally in a Mill Pond at St Mary at Rotherhith 1",,,,,,,1,"Cut his Throat at St Giles without Cripplegate 1",3,"Swelling 1; Kill'd... One by a Fall from a Coach at St Giles in the Fields 1; Kill'd... And one at St James in Westminster 1",153,154,307,268,213,481,58
1203,14655,1207,1,1704,19,"Laxton-1704-19-verso ",18,April,25,April,29,,,,,,,,,1,,,4,,,5,56,108,,,,17,,47,,16,"small-pox 16",,,,,,,,20,,,,,,1,2,,,,,,,,1,,,,,,,,,,2,,,,,,,,11,2,,,,,,,1,,,,,,,,,4,,1,,2,,,28,1,4,,1,,,,,,,,1,4,1,5,3,"Drown'd in a Ditch at St Margaret in Westminster 1. Drown'd accidentally at St Mary le-Bone, Buried at St Martin in the Fields 1. Drown'd herself at St Dunstan at Stepney 1.",,,,,1,"One by a Cart-Wheel at St Olave in Southwark 1",2,"Drown'd himself (being Distracted) at St Mary in Whitechappel 1; Kill'd... And one kill'd himself by a Shot from a Pistol at St Clement Danes 1",4,"Kill'd... One by an accidental Fall from an Horse at St Katherine Coleman 1; Kill'd... One by a Fall from a Ship at St Paul at Shadwel 1; Kill'd... One by the Kick of a Horse at St Ann in Westminster 1; Smothered at St Mary at Lambeth 1",173,141,314,197,188,385,-96
1204,14656,1216,1,1704,20,Laxton-1704-20-verso,25,April,2,May,29,,2,,,,,,,2,,,5,2,,1,52,107,,,,16,,58,1,22,"small-pox 22",,1,,,,,,21,,,,,,1,1,1,,3,,,,,,,,,,,,,,,,,,3,,,,,7,,,,,,,,,,,,,,,,2,3,,,2,,,,27,3,3,,,,,,,,,,,,1,10,,,1,"Found dead in the Street at St Giles in the Fields 1",,,1,"Kill'd by a Waggon at St Ann in Westminster 1",,,,,158,125,283,198,192,390,5
1205,14657,1217,1,1704,21,Laxton-1704-21-verso,2,May,9,May,35,,1,,1,,,,,2,,,4,1,,5,52,113,,,,13,,46,1,25,"small-pox 25",,,,,,,,18,,,,,1,2,,,,3,,4,,,,,,,,2,,1,,,2,,,1,,1,,,8,4,,,,,,,,,,,2,,,,1,4,,,2,3,,,24,,3,1,,,,,,,,,1,,1,7,1,"Drown'd accidentally in the Thames at St Dunstan at Stepney 1",1,"Found dead in the Thames (a Man) at St John at Wapping 1",,,1,"Kill'd at St James at Westminster 1",1,"Kill'd himself by Misadventure at St Martin in the Fields (so reported by the Coroner) 1",,,162,144,306,213,187,400,10
1206,14658,1206,1,1704,22,Laxton-1704-22-verso,9,May,16,May,35,,,,,,,,,2,,,4,1,,2,57,104,,,,16,,64,1,29,"small-pox 29",,1,,2,2,,,13,,1,,,,,2,,,,,2,,,,,1,,,1,,,,,,,,2,1,,,1,11,4,,,,1,,,,,,,6,,,,,7,,,,1,,,21,,,,,,,,1,,,,1,2,1,5,,,,,3,,,,1,"Hang'd himself (being Lunatick) at St Giles without Cripplegate 1",1,"Kill'd by a Fall from a Scaffold at St Botolph without Aldgate 1",123,137,260,209,201,410,10
1207,14659,1218,1,1704,23,Laxton-1704-23-verso,16,May,23,May,33,,1,,,,1,,,,1,,4,,,1,53,96,,,,11,,45,1,14,"small-pox 14",,1,,,1,,,18,,,,,,1,,,,1,,1,,1,,,,,,,,,,,1,,,,,,,,9,3,,,,,,,,,,,1,,,,,3,,,,2,,,24,1,2,,,2,,1,,,,,,1,2,6,2,"Drown'd accidentally two Young-Men (in the River Lee) at St John at Hackney",2,"One in the Street in Bridewel Precinct. And one on a Hay-Cock at St Martin in the Fields ",,,,,,,,,134,126,260,186,161,347,-63
1208,14660,1219,1,1704,24,Laxton-1704-24-verso,23,May,30,May,29,,2,,1,,,,,,,,3,2,,2,58,104,,,,17,,67,,19,"small-pox 19",,4,,,2,,,14,,1,,,,2,,,,2,,2,,,,,6,,,,,,,,,,,1,,,,1,5,,,2,,,,,,,,,2,,,,1,3,,,1,,,,15,1,3,,,1,,,,,,,,1,4,15,3,"One at St Mary Magdalen Bermondsey. One accidentally in the Thames at St Mary in Rotherhith. And one in a Pond in St James's Park, Buried at St Margaret in Westminster",,,,,,,1,"Hang'd himself being Lunatick at Christ's Church-Parish 1",1,"Kill'd accidentally by a Fall in a Ware house at St Dunstan in the East 1",137,126,263,202,196,398,51
1209,14661,1208,1,1704,25,Laxton-1704-25-verso,30,May,6,June,31,,,,,,,,,,,,1,3,,2,53,72,,,,18,,51,,23,"small-pox 23",1,6,,,1,,,17,,3,,,,2,,,,,,3,,,1,,2,,,,,1,,,,,,,,,,,10,1,,,,,,,1,,,,1,,,,,7,,,1,1,,,23,,2,1,,,,,,,,,,4,,11,3,"One accidentally in the Thames Buried at St Swithin 1. One accidentally in the Thames at St Paul at Shadwel 1. And a Child accidentally in a Tub of Water at St James in Westminster 1",,,,,,,2,"Hang'd herself at St Mary in Whitechappel 1; Hang'd himself being distracted at St Paul in Covent-Garden 1",3,"Kill'd... One by a Fall from an House at St John at Wapping 1; Kill'd... And one at St Martin in the Fields 1; Scalded in a Kettle of Water at St Margaret in Westminster 1",129,139,268,184,178,362,-36
1210,14662,1220,1,1704,26,Laxton-1704-26-verso,6,June,13,June,22,,1,,,,,,,2,,,4,1,,1,42,103,,,,8,,52,,19,"small-pox 19",,,,,,,,10,,,,,,1,,,,1,,1,1,,,,4,,,,,,,,,,,,,1,,,6,,,1,,,,,,,,,,,,,1,5,,,1,2,,,16,1,2,,,1,,,,,,,1,3,2,6,,,1,"Found dead on the Shore (a Drown'd Man) at St Mary at Lambeth 1",,,,,1,"Hang'd herself being Distracted at St James in Westminster 1",,,130,129,259,161,163,324,-38
1211,14663,1221,1,1704,27,Laxton-1704-27-verso,13,June,20,June,13,,1,,,,,,,,,,5,2,,,48,100,,,,16,,58,,27,"small-pox 27",,,,,,,,18,,,,,,3,,,,3,,1,,1,,,1,,,,,,,,1,,,2,,,,,7,,,1,,,,,,,,,,,,,,1,,,2,1,,,19,,2,,,,,1,,,,,,1,,10,2,"One accidentally in a Pond of Water at St Olave in Southwarke. And one accidentally in a Pond at St John at Hackney",,,,,,,1,"Stab'd himself being Lunatick at St Andrew Wardrobe 1",2,"Broken Leg 1; White-Swelling 1",110,120,230,179,171,350,26
1212,14664,1222,1,1704,28,Laxton-1704-28-verso,20,June,27,June,23,,1,,,,,,,1,,,4,,,4,48,82,,,,11,,67,,26,"small-pox 26",,2,,,,,,17,,1,,,,,1,,,,,2,,,1,,1,,,,,1,,,,,,2,,,,2,5,1,,,,,,,,,,,,,,,1,5,,1,,,,,22,,1,,1,,,,,,,,3,2,,11,,,,,2,,2,"Kill'd... And one accidentally from a Cart at St Mary in Whitechappel 1; Kill'd... Murdered at St Martin in the Fields 1",1,"Hang'd himself (being Lunatick) at St George in Southwarke 1",2,"Cut of the Stone 1; One by a Fall from a Cart at St Katherine by the Tower 1",151,135,286,183,174,357,7
1253,14665,1223,1,1704,29,Laxton-1704-29-verso,27,June,4,July,15,,,,,,,,,2,1,,4,,,1,35,94,,,,9,,55,2,21,"small-pox 21",,1,,1,,,,24,,,,,,,,,,1,,1,,,2,,,,,1,,,,,2,,,,,,,,3,2,,,,,,,,,,,5,,,,,4,,,2,3,,,13,2,2,,,1,,,,,,,,,,10,1,"Drown'd at St Saviour in Southwarke 1",,,,,2,"Kill'd... One by a Dray at St Saviour in Southwarke; Kill'd... One accidentally by the Wheel of a Wagon at St Leonard in Shoreditch",1,"Hang'd herself (being Lunatick) at St Mary in the Savoy 1",2,"Hectick Fever 1; Kill'd... And one by a Fall down Stairs at St James in Westminster 1",122,109,231,161,165,326,-31
1254,14666,1228,1,1704,30,Laxton-1704-30-verso,4,July,11,July,29,,,,,,,,,,,,5,1,,2,42,112,,,,9,,63,,21,"small-pox 21",,,,,,,,24,,1,,,,2,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,3,2,,,,,,,,,,,1,,,,1,4,1,,,2,,,25,1,3,,,2,,,,,,,,1,1,8,3,"One at St Bennet at Paulswarf Buried at St Mary Magdalen in Oldfishstreet. One accidentally at St Andrew in Holborn . And one accidentally at St Paul at Shadwel.",1,"Found Dead in the Thames at St Olave in Southwarke 1",,,,,,,9,"Burnt at St James in Westminster 7; Kill'd...One by a Fall from a Window two pair of Stairs to save herself from the Fire at St James in Westminster 1; Kill'd... And one by a Fall from a Ladder at St Martin in the Fields 1",130,141,271,184,197,381,55
1255,14667,1237,1,1704,31,Laxton-1704-31-verso,11,July,18,July,27,,,,,,,,,,,,7,2,,4,40,161,,,,15,,73,,33,"small-pox 33",,1,,1,,,,37,,,,,,3,,,,5,,4,,,,,,,,2,,,,,2,,,,,,,1,9,1,,1,,,,,,,,,1,,,,,,,,1,,,,30,,1,,1,1,,,,,,,1,3,,7,8,"One in a Ditch at Christ Churh in Surrey. One at St Dunstan at Stepney. One accidentally in the Thames at St Katherine by the Tower. One at St Mary Magdalen Bermondsey 1; One in the Thames at St Mary at Rotherhith. One at St Margaret in Westminster. And two at St Martin in the Fields.",,,,,,,,,3,"Vomitting-Looseness 1; One accidentally by a piece of Timber at the Water-Work at St Magnus by London Bridge 1; And one by a Fall from a Window (being asleep) at St James in Westminster 1",158,124,282,224,262,486,105
1256,14668,1239,1,1704,32,Laxton-1704-32-verso,18,July,25,July,26,,,,1,,,,,1,1,,2,3,,2,30,163,,,,12,,68,,16,"small-pox 16",,,,1,,,,38,,,,,,1,,,,1,,2,,,,,,,,,,,,,,,,,,,,1,9,5,,,,,,,,,,,2,,,,,4,,,1,3,,,38,1,4,,,,,,,,,,2,4,1,6,3,"One accidentally in the Thames at St James at Garlickhith . One at St Olave in Southwark. And one accidentally in the River Lee at St John at Hackney.",,,,,,,1,"Hang'd himself (being Lunatick) at St Margaret in Lothbury 1",3,"Bruised by a Fall down a pair of Stairs (so reported in the Coroners Warrant) at St John at Wapping 1; Kill's... One accidentally by the blowing up of a Powder-Mill in the parish of Stratham in the County of Surry Buried at St Swithin 1; Kill'd... And one accidentally by a Fall of Bricks from an House at St Brides 1",138,132,270,217,239,456,-30
1257,14669,1236,1,1704,33,Laxton-1704-33-verso,25,July,1,August,27,1,,,,,,,,,,,2,1,,1,52,163,,,1,12,,57,1,47,"small-pox 47",,,,,,,,36,,,,,,1,,,,,,4,,1,,,,,1,,,1,,,,,,,,,,,8,,,,,,,,,,,,3,,,,,9,,,2,2,,,31,1,,2,,,,,,,,,,3,1,7,2,"One accidentally in the Gut of the Marsh at St Dunstan at Stepney. And one at St Mary Magdalen Bermondsey",,,,,,,,,3,"Bruised by a Fall (so reported in the Coroners Warrant) at St John at Wapping 1; Kill'd by a Fall from a Ladder at St Leonard in Shoreditch 1; Stifl'd in Mud (by falling accidentally into the Bridg-House-Deck) at St Olave in Southwark 1",163,151,314,249,234,483,27
1258,14670,1245,1,1704,34,Laxton-1704-34-verso,1,August,8,August,27,1,,,,,,,,1,,,6,1,,3,43,146,,,,14,,63,1,31,"small-pox 31",,1,,,1,,,30,,,,,,,1,,,2,,1,,,,,1,,,,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,1,3,,,3,2,,,33,1,,1,,,,,,,,,1,3,1,9,4,"One in the Thames at Christ-Church in Surry. One in the Thames at St Dunstan at Stepney. One accidentally in the Thames at St John at Wapping. And one in the Thames at St Margaret in Westminster",1,"Found Dead in a Ditch of Water at Poplar (Buried at St John at Wapping) 1",,,,,,,,,144,124,268,209,235,444,-39
1259,14671,1304,1,1704,35,Laxton-1704-35-verso,8,August,15,August,27,,4,,,,,,,2,,,2,1,,2,43,167,,,,12,,72,,21,"flox 0; small-pox 21",,1,,,1,,,43,,,,,,1,,,,3,,2,,,,,1,,,,,1,,,,,,,1,1,,,6,,,1,,,,,,,,,1,,,,,8,,,,2,,,42,,1,,,,,2,,,,,2,,,12,,,1,"Found dead in the Thames at St Dunstan at Stepney 1. 
 ",,,,,,,2,"One accidentally by Bruise received by a Bale of Linnen Cloth (so reported) in the Coroner's Warrant) at St Mary Hill;  And one by a Coach at St Dunstan at Stepney.",136,117,253,240,248,488,44
1260,14672,1305,1,1704,36,Laxton-1704-36-verso,15,August,22,August,22,,,,,,,,,1,,,6,,,3,59,209,,,,12,,95,2,29,"flox 0; small-pox 29",,,,,,,1,55,,1,,,,1,,,,1,,,,,,,3,,,,,,,,,,,,1,1,,1,9,2,,1,,,,,,,,,2,,,,1,5,1,,2,,,,56,3,1,,,2,,1,,,,,1,3,2,12,2,"One accidentally at St. Botolph without Aldgate. And one accidentally in a Ditch at St Mary at Rotherhith. ",1,"Found dead in the River Thames at St. Katharine by Tower 1.",,,,,,,,,150,134,284,320,291,611,123
1427,14721,1224,1,1705,33,Laxton-1705-33-verso,31,July,7,August,24,,,,1,,,,,1,,,7,,,4,49,183,,,,6,,58,1,34,"small-pox 34",1,,,,1,,,31,,,,,,1,,,,,,1,,,,,,,,2,,,,,,,,1,1,,,1,5,3,,,,,,,,,,1,3,,,,,2,,,1,3,,,23,2,4,,1,,,,,,,,,2,,8,3,"One in the Thames, and one in the River Lee at St Dunstan at Stepney. And one in a Well of Lime-Water at St Mary Whitechappel.",2,"One (a female Infant) at St Boltoph without Bishopsgate. And on (a Child in a Coffin in the Church-Yard) at Trinity in the Minories",,,1,"Kill'd with a Knife at St Ann in Westminster 1",,,1,"Died by the cutting off a Leg at St Dunstan at Stepney 1",197,154,351,253,220,473,78
1428,14722,1225,1,1705,34,Laxton-1705-34-verso,7,August,14,August,21,,2,,,,,1,,2,,,5,,,1,56,189,,,,8,,80,1,30,"small-pox 30",,,,,,,,31,,2,,,,2,,,,2,,3,,,,,,,,2,,,,,,,,,,,,1,1,,,2,,1,,,,,,,1,,,,,4,,,1,2,,,53,2,1,,1,,,2,1,,,,,1,1,9,2,"One at St Olave in Southwark. And one at St Martin in the Fields",,,,,1,"Kill'd...And one by a Cart and Horses at St Mary in Whitechappel 1",,,6,"Black Thrush 1; Vomitting and Looseness 1; Sore Throat 1; Kill'd...One by the Fall of a Board from St Paul's, buried at St Brides 1; Kill'd... One by an accidental Fall on an Iron Spike of a Shop Window Grate at Trinity in the Minories 1; Kill'd... One by a Fall of a Stack of Chimneys at St Dunstan at Stepney 1",190,173,363,267,264,531,58
1429,14723,1235,1,1705,35,Laxton-1705-35-verso,14,August,21,August,26,,1,,,,,,,1,,,8,1,,6,65,196,,,,17,,62,,27,"small-pox 27",,1,,,,,,36,,1,,,,,1,,,4,,1,,,,1,,,,3,,,,,,,,,,2,,2,2,,,,,1,,,,,,,,1,,,,8,,,1,,,,42,1,,,,,,2,,,,,1,1,,7,2,"One at St Mary Magdalen Bermondsey. And one by misfortune washing (so reported by the Coroner) at St Mary at Newington.",,,,,2,"Kill'd... One accidentally by a Cart and Horses at St Mary in Whitechappel 1; Kill'd...  One with a Sword at St Giles in the Fields, bur. at St Marg Westminster 1",1,"Cut his Throat (being lunatick) at St Leonard in Shoreditch, buried at St Giles without Cripplegate 1",4,"Black-Jaundies 1; One accidentally by a Fall down stairs at St Giles without Cripplegate 1; Kill'd... And one at St Martin the Fields 1; Wounded in the Head by a Dung shovel at Hampsted, buried at St Andrew in Holborn 1",160,164,324,274,264,538,7
1430,14724,1226,1,1705,36,Laxton-1705-36-verso,21,August,28,August,19,1,,,,,,,,1,1,,7,1,,,46,158,,,,17,,66,,30,"small-pox 30",,,,,1,,,36,,,,,,,,,,2,,1,,1,,,,,,5,,,,,,,,1,,,,,1,1,,3,,,,,,,,,1,,,,1,3,,,3,,,,36,2,3,,,1,,1,,,,,,1,2,6,1,"Drown'd accidentally at St Katherine by the Tower 1",,,,,,,,,2,"Stagnation in the Head 1; Kill'd by a Fall off an Horse at Gaddesden-magna in the County of Hartford, buried at St. Margaret in Westminster 1",172,159,331,238,224,462,-76
1431,14725,1227,1,1705,37,Laxton-1705-37-verso,28,August,4,September,25,,,1,,,,,,3,,,9,,,,53,202,,,,15,,87,,33,"small-pox 33",,,,1,1,,,24,,,,,,,,,,2,,1,,1,,,,,,9,,1,,,,,,2,,,,,8,1,,,,,,,,,,,,3,,,1,4,,,,1,,,29,2,5,,,,,,,,,,1,1,,15,2,"Drown'd at St Dunstan at Stepney 2",,,,,,,,,2,"Broken Leg 1; Sore Breast 1",175,147,322,250,295,545,83
1432,14726,1229,1,1705,38,Laxton-1705-38-verso,4,September,11,September,30,,1,,,,,,,1,,,2,2,,2,33,120,,,,10,,74,1,29,"small-pox 29",,,,,,,,31,,2,,,,2,1,,,2,,1,,,,,,,,6,,1,,,1,,,,,,,,5,1,,,,,,,1,,,,1,,,,,5,,,,1,,,19,3,1,,,,,,,,,,1,,1,10,5,"One (a Child) accidentally in the Thames at St Ann in Blackfriers. One accidentally in the Thames near King James'sStairs, as he was going out of a Ship into a Lighter, at St Dunstan in the East. One in the Thames at Christ-Church in Surry. One accidentally in a little Pool of Water at St Dunstan at Stepney. And one at St Martin in the Fields 1",,,,,,,,,2,"Kill'd... One himself accidentally by a Fall from his Horse (so reported in the Coroner's Warrant) at St Dunstan in the West 1; Kill'd..  And one by a Fall into the Hold of a Ship at St Olave in Southwark 1",163,144,307,198,210,408,-137
