death,count,descriptive_text,joinid,year,week_id,year_range,split_year
Hiccough,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Jaundies,3,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Jaw-fallen,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Impostume,1,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Infants,4,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Itch,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Kings Evil,1,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Leprosie,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Lethargy,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Liver-grown,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Lunatick,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Meagrim,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Measles,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Mother,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Noli me tangere,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Overlaid,1,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Palsie,1,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Plague,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Plurisie,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Purples,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Quinsie,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Rheumatism,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Rickets,13,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Rising of the Lights,4,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Running of the Reins,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Rupture,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
St. Anthony's Fire,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Scald Head,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Sciatica,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Scowring,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Scurvy,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Shingles,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Spleen,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Spotted-Fever,4,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Still-born,10,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Stone,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Stopping of the Stomach,2,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Strangury,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Suddenly,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Surfeit,7,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Swine-Pox,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Teeth,16,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Thrush,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Tissick,2,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Tympany,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Ulcer,1,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Vomiting,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Wen,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Wind,2,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Wolf,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Worms,6,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Killed,3,"Kild 3. One at Hackney, one by a fall at St. Sepu'chers, and one by a fall from a house at St. Giles Cripplegate",4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Suicide,1,Hanged himself at St. James Clerkenwel,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Other Casualties,,,4May11May1669,1669,1668-1669-20,1668-1669,1668/1669
Abortive,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Aged,14,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Ague,1,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Apoplexy,1,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Bed-ridden,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Blasted,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Bleeding,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Bloody-flux,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Calenture,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Cancer,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Canker,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Child-Bed,3,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Chrisoms,6,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Cold,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Colick,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Consumption,57,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Convulsion,33,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Cough,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Cramp,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Diabetes,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Dropsie,11,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Drowned,1,Drowned at St. Kathar. Tower,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Falling-sickness,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Fever,22,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Fistula,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Flox and Small-Pox,7,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Flux,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
French-Pox,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Frets,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Gangreen,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Gout,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Grief,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Griping in the Guts,27,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Headache,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Headmouldshot,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Hiccough,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Jaundies,1,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Jaw-fallen,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Impostume,2,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Infants,6,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Itch,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Kings Evil,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Leprosie,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Lethargy,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Liver-grown,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Lunatick,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Meagrim,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Measles,1,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Mother,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Noli me tangere,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Overlaid,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Palsie,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Plague,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Plurisie,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Purples,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Quinsie,2,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Rheumatism,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Rickets,9,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Rising of the Lights,4,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Running of the Reins,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Rupture,1,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
St. Anthony's Fire,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Scald Head,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Sciatica,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Scowring,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Scurvy,1,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Shingles,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Spleen,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Spotted-Fever,2,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Still-born,6,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Stone,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Stopping of the Stomach,5,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Strangury,1,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Suddenly,1,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Surfeit,6,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Swine-Pox,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Teeth,17,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Thrush,1,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Tissick,2,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Tympany,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Ulcer,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Vomiting,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Wen,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Wind,4,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Wolf,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Worms,4,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Killed,1,Head-mould-shot,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Suicide,1,Hanged himself at St. Giles in the fields,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Other Casualties,,,11May18May1669,1669,1668-1669-21,1668-1669,1668/1669
Abortive,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Aged,19,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Ague,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Apoplexy,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Bed-ridden,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Blasted,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Bleeding,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Bloody-flux,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Calenture,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Cancer,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Canker,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Child-Bed,4,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Chrisoms,5,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Cold,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Colick,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Consumption,43,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Convulsion,24,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Cough,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Cramp,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Diabetes,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Dropsie,12,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Drowned,2,Drowned at St. Kathar. Tower,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Falling-sickness,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Fever,30,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Fistula,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Flox and Small-Pox,16,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Flux,2,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
French-Pox,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Frets,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Gangreen,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Gout,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Grief,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Griping in the Guts,36,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Headache,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Headmouldshot,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Hiccough,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Jaundies,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Jaw-fallen,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Impostume,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Infants,7,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Itch,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Kings Evil,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Leprosie,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Lethargy,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Liver-grown,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Lunatick,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Meagrim,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Measles,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Mother,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Noli me tangere,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Overlaid,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Palsie,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Plague,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Plurisie,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Purples,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Quinsie,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Rheumatism,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Rickets,2,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Rising of the Lights,6,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Running of the Reins,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Rupture,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
St. Anthony's Fire,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Scald Head,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Sciatica,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Scowring,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Scurvy,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Shingles,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Spleen,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Spotted-Fever,2,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Still-born,10,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Stone,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Stopping of the Stomach,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Strangury,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Suddenly,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Surfeit,6,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Swine-Pox,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Teeth,12,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Thrush,2,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Tissick,2,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Tympany,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Ulcer,3,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Vomiting,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Wen,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Wind,1,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Wolf,,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Worms,4,,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Killed,3,"Kild two, One at St Clement Danes, and one by a blow at St. Saviours Southwark; Murthered at St. Leonard Shoreditch",18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Suicide,1,Hanged himself at St. Kathar. Tower,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Other Casualties,1,Bruised,18May25May1669,1669,1668-1669-22,1668-1669,1668/1669
Abortive,1,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Aged,10,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Ague,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Apoplexy,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Bed-ridden,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Blasted,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Bleeding,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Bloody-flux,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Calenture,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Cancer,1,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Canker,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Child-Bed,6,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Chrisoms,13,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Cold,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Colick,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Consumption,56,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Convulsion,28,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Cough,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Cramp,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Diabetes,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Dropsie,7,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Drowned,1,Drowned at St. Kathar. Tower,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Falling-sickness,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Fever,22,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Fistula,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Flox and Small-Pox,12,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Flux,1,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
French-Pox,3,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Frets,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Gangreen,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Gout,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Grief,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Griping in the Guts,31,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Headache,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Headmouldshot,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Hiccough,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Jaundies,1,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Jaw-fallen,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Impostume,2,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Infants,4,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Itch,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Kings Evil,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Leprosie,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Lethargy,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Liver-grown,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Lunatick,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Meagrim,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Measles,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Mother,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Noli me tangere,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Overlaid,1,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Palsie,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Plague,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Plurisie,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Purples,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Quinsie,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Rheumatism,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Rickets,3,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Rising of the Lights,2,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Running of the Reins,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Rupture,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
St. Anthony's Fire,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Scald Head,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Sciatica,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Scowring,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Scurvy,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Shingles,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Spleen,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Spotted-Fever,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Still-born,5,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Stone,2,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Stopping of the Stomach,2,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Strangury,1,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Suddenly,3,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Surfeit,7,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Swine-Pox,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Teeth,13,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Thrush,2,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Tissick,1,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Tympany,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Ulcer,1,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Vomiting,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Wen,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Wind,1,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Wolf,,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Worms,2,,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Killed,2,"Kild two, One at St. Margaret Westminster, and one by the fall of a Wall at Alhallows Barking",25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Suicide,1,Hanged himself at St. Magdalen Bermondsey,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Other Casualties,,Found dead in the Street at St. Mary Newington,25May1June1669,1669,1668-1669-23,1668-1669,1668/1669
Abortive,2,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Aged,18,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Ague,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Apoplexy,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Bed-ridden,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Blasted,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Bleeding,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Bloody-flux,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Calenture,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Cancer,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Canker,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Child-Bed,4,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Chrisoms,6,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Cold,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Colick,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Consumption,49,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Convulsion,31,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Cough,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Cramp,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Diabetes,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Dropsie,6,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Drowned,1,Drowned at St. Kathar. Tower,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Falling-sickness,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Fever,20,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Fistula,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Flox and Small-Pox,13,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Flux,1,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
French-Pox,2,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Frets,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Gangreen,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Gout,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Grief,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Griping in the Guts,30,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Headache,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Headmouldshot,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Hiccough,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Jaundies,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
