Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,Unique ID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Allhallows Breadstreet - Buried,is_missing,is_illegible,Allhallows Great - Buried,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Pancras Pancras street - Buried,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Swithin- Buried,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,Christened in the 97 parishes within the walls,is_missing,is_illegible,Buried in the 97 parishes within the walls,is_missing,is_illegible,Plague in the 97 parishes within the walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St John Southwark,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Christened in the parishes without the walls,is_missing,is_illegible,Buried in the parishes without the walls,is_missing,is_illegible,Plague in the parishes without the walls,is_missing,is_illegible,St. Ann in Middlesex - Buried,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Middlesex - Buried,is_missing,is_illegible,St George in Bloomsbury - Buried,is_missing,is_illegible,St. George in Middlesex,is_missing,is_illegible,St. George by Queen's Square - Buried,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,St John at Wapping - Buried,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St. Luke in Middlesex - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Matthew at Bethnal Green - Buried,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Ann in Westminster - Buried,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St George by Hanover Square - Buried,is_missing,is_illegible,St James in Westminster - Buried,is_missing,is_illegible,St. John the Evangelist - Buried,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Mary le Strand,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,Pesthouse in Westminster,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
2809,954,981,1,1713,,,1,,,Laxton-1713-01-recto,,,,1,,,1,,22,,,December,,,,1,,2,,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,2,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,2,,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,49,,,46,,,,1,,21,,,3,,,,1,,3,,,14,,,6,,,,1,,5,,,4,,,15,,,31,,,,1,,14,,,11,,,14,,,2,,,,1,,,1,,109,,,143,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,21,,,,1,,4,,,9,,,5,,,6,,,12,,,,1,,13,,,,1,,4,,,10,,,,1,,8,,,3,,,35,,,106,,,132,,,,1,,6,,,17,,,,1,,23,,,,1,,3,,,23,,,5,,,,1,,15,,,,1,,82,,,92,,,,1,
2965,1006,720,1,1714,,,1,,, Laxton-1714-01-recto,,,,1,,,1,,21,,,December,,,2,,,4,,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,2,,,2,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,30,,,41,,,,1,,23,,,,1,,1,,,8,,,16,,,12,,,,1,,12,,,3,,,21,,,32,,,,1,,19,,,10,,,10,,,6,,,,1,,,1,,106,,,173,,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,38,,,3,,,5,,,12,,,,1,,7,,,19,,,,1,,18,,,5,,,7,,,26,,,,1,,17,,,12,,,57,,,116,,,232,,,,1,,7,,,17,,,,1,,31,,,,1,,11,,,24,,,4,,,,1,,24,,,,1,,67,,,118,,,,1,
3121,1058,804,1,1715,,,1,,,Laxton-1715-01-recto,,,,1,,,1,,20,,,December,,,1,,,6,,,,1,,3,,,,1,,1,,,3,,,,1,,,1,,2,,,,1,,1,,,3,,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,5,,,,1,,,1,,2,,,3,,,1,,,,1,,2,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,1,,,1,,,1,,,,1,,,1,,3,,,2,,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,,1,,2,,,,1,,,1,,30,,,71,,,,1,,34,,,,1,,,1,,4,,,20,,,9,,,,1,,4,,,4,,,14,,,33,,,,1,,22,,,18,,,10,,,2,,,2,,,,1,,102,,,176,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,27,,,,1,,6,,,13,,,1,,,8,,,13,,,,1,,11,,,3,,,8,,,20,,,,1,,7,,,4,,,53,,,101,,,175,,,,1,,12,,,7,,,,1,,21,,,,1,,6,,,34,,,1,,,,1,,28,,,,1,,77,,,109,,,,1,
3436,1163,1299,1,1717,,,1,,,Laxton-1717-01-recto,,,,1,,,1,,24,,,December,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,,1,,1,,,1,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,,1,,,,1,,1,,1,,,3,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,,1,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,28,,,39,,,,1,,21,,,1,,,1,,,5,,,11,,,9,,,,1,,6,,,3,,,17,,,25,,,,1,,14,,,16,,,12,,,8,,,,1,,,1,,110,,,149,,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,29,,,,1,,3,,,7,,,,1,,6,,,8,,,,1,,10,,1,3,,,,1,,15,,,,1,,8,,,,1,,40,,,,,1,137,,,,1,,6,,,7,,,,1,,25,,,,1,,7,,,30,,,7,,,,1,,15,,,,1,,68,,,97,,,,1,
3592,1215,2134,1,1718,,,1,,,Laxton-1718-01-recto,,,,1,,,1,,23,,,December,,,,1,,3,,,,1,,1,,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,5,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,4,,,1,,,,1,,1,,,,1,,28,,,42,,,,1,,31,,,1,,,,1,,5,,,11,,,10,,,,1,,10,,,4,,,11,,,33,,,,1,,16,,,20,,,12,,,4,,,,1,,,1,,108,,,168,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,38,,,,1,,7,,,16,,,4,,,9,,,18,,,,1,,17,,,3,,,6,,,24,,,,1,,8,,,3,,,,1,,98,,,155,,,,1,,17,,,17,,,,1,,26,,,,1,,3,,,50,,,2,,,,1,,32,,,,1,,89,,,147,,,,1,
3748,1267,1033,1,1719,,,1,,,Laxton-1719-01-recto,,,,1,,,1,,22,,,December,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,,1,,2,,,1,,,2,,,2,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,4,,,2,,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,2,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,2,,,,1,,,1,,,1,,1,,,44,,,56,,,,1,,40,,,,1,,,1,,5,,,18,,,21,,,,1,,7,,,3,,,11,,,30,,,,1,,9,,,12,,,17,,,6,,,,1,,,1,,101,,,179,,,,1,,,1,,8,,,,1,,,1,,,1,,,1,,34,,,3,,,11,,,7,,,4,,,8,,,17,,,,1,,13,,,6,,,5,,,21,,,,1,,10,,,4,,,43,,,98,,,194,,,,1,,22,,,13,,,,1,,29,,,,1,,3,,,57,,,3,,,,1,,30,,,,1,,85,,,157,,,,1,
3975,1415,1278,1,1740,,,1,,,Laxton-1740-01-recto,,,,1,,,1,,23,,,December,,,,1,,2,,,,1,,3,,,,1,,1,,,1,,,,1,,1,,,2,,,,1,,,1,,,1,,2,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,2,,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,23,,,45,,,,1,,23,,,1,,,,1,,3,,,15,,,16,,,,1,,2,,,2,,,13,,,21,,,3,,,9,,,12,,,8,,,2,,,2,,,,1,,58,,,131,,,,1,,,1,,3,,,15,,,6,,,16,,,,1,,26,,,6,,,,1,,6,,,4,,,8,,,19,,,23,,,9,,,2,,,,1,,25,,,,1,,15,,,9,,,14,,,90,,,216,,,,1,,13,,,11,,,22,,,,1,,4,,,5,,,30,,,5,,,,1,,21,,,,1,,56,,,111,,,,1,
4127,1467,2179,1,1741,,,1,,,Laxton-1741-01-recto,,,,1,,,1,,22,,,December,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,3,,,3,,,6,,,,1,,,1,,,1,,2,,,7,,,,1,,1,,,1,,,,1,,1,,,3,,,,1,,2,,,13,,,,1,,,1,,1,,,7,,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,2,,,1,,,1,,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,4,,,,1,,,1,,2,,,1,,,2,,,,,1,3,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,9,,,96,,,,1,,,1,,2,,,,1,,8,,,25,,,19,,,3,,,8,,,5,,,12,,,29,,,10,,,10,,,20,,,29,,,5,,,,1,,,1,,39,,,185,,,,1,,5,,,3,,,25,,,18,,,23,,,5,,,39,,,6,,,22,,,,1,,,1,,9,,,31,,,37,,,15,,,4,,,12,,,34,,,,1,,10,,,5,,,29,,,98,,,332,,,,1,,10,,,11,,,20,,,30,,,4,,,13,,,35,,,7,,,,1,,32,,,,1,,90,,,162,,,,1,
1012,382,385,1,1702,,,2,,,Laxton-1702-02-recto,,,22,,,December,,,29,,,December,,,1,,,5,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,2,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,1,,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,2,,,1,,,,1,,1,,,,1,,2,,,,1,,1,,,22,,,45,,,0,,,16,,,4,,,,1,,2,,,7,,,7,,,,1,,8,,,6,,,12,,,17,,,,1,,14,,,10,,,15,,,1,,1,,1,,,1,,90,,,119,,,0,,,,1,,3,,,,1,,,1,,,1,,,1,,24,,,2,,,2,,,7,,,2,,,6,,,6,,,,1,,5,,,,1,,2,,,18,,,,1,,10,,,,1,,39,,,88,,,126,,,0,,,8,,,6,,,,1,,32,,,,1,,2,,,28,,,,1,,,1,,20,,,,1,,77,,,96,,,0,,
1145,434,259,1,1703,,,2,,,Laxton-1703-02-recto,,,21,,,December,,,28,,,December,,,,1,,1,,,,1,,2,,,,1,,,1,,3,,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,3,,,,1,,1,,,2,,,4,,,,1,,1,,,1,,,2,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,4,,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,5,,,1,,,,1,,,1,,1,,,29,,,61,,,0,,,29,,,1,,,1,,,4,,,14,,,6,,,,1,,5,,,4,,,6,,,27,,,,1,,15,,,10,,,15,,,2,,,,1,,,1,,105,,,139,,,0,,,,1,,,1,,,1,,,1,,,1,,,1,,36,,,3,,,8,,,11,,,4,,,3,,,13,,,,1,,8,,,2,,,3,,,18,,,,1,,13,,,3,,,38,,,113,,,163,,,0,,,5,,,11,,,,1,,20,,,,,,3,,,32,,,4,,,,1,,16,,,,1,,76,,,91,,,,1,
1356,486,392,1,1704,,,2,,,Laxton-1700-02-recto,,,26,,,December,,,2,,,January,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,1,,,,1,,1,,,1,,,1,,,1,,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,2,,,1,,,1,,,1,,,4,,,,1,,,1,,,1,,1,,,,1,,1,,,3,,,3,,,,1,,1,,,1,,,,1,,2,,,2,,,1,,,,1,,,1,,1,,,2,,,1,,,,1,,1,,,,1,,,1,,1,,,2,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,36,,,61,,,,1,,17,,,2,,,1,,,8,,,11,,,12,,,,1,,8,,,5,,,10,,,22,,,,1,,16,,,15,,,7,,,3,,,,1,,,1,,92,,,137,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,22,,,3,,,7,,,4,,,4,,,7,,,7,,,,1,,5,,,,1,,2,,,10,,,,1,,8,,,2,,,53,,,92,,,137,,,,1,,5,,,6,,,,1,,23,,,,1,,3,,,19,,,3,,,,1,,21,,,,1,,72,,,80,,,,1,
1488,538,248,1,1705,,,2,,,Laxton-1705-02-recto,,,,,,,,,1,,,January,,,2,,,3,,,2,,,,1,,,1,,1,,,,1,,,1,,5,,,,1,,,1,,3,,,,1,,,1,,2,,,1,,,1,,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,2,,,1,,,5,,,,1,,,1,,,1,,1,,,42,,,61,,,,1,,25,,,2,,,1,,,2,,,16,,,8,,,,1,,6,,,3,,,4,,,21,,,,1,,10,,,11,,,18,,,1,,,,1,,,1,,110,,,128,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,23,,,,1,,7,,,4,,,7,,,7,,,9,,,,1,,7,,,6,,,4,,,13,,,,1,,9,,,7,,,38,,,108,,,145,,,,1,,9,,,15,,,,1,,18,,,,1,,6,,,20,,,6,,,,1,,30,,,,1,,62,,,104,,,,1,
1665,589,733,1,1706,,,2,,,Laxton-1706-02-recto,,,,1,,,1,,24,,,December,,,,1,,3,,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,33,,,28,,,,1,,22,,,,1,,,1,,2,,,9,,,8,,,1,,,4,,,7,,,3,,,24,,,,1,,11,,,6,,,8,,,1,,,,1,,,1,,95,,,106,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,31,,,2,,,5,,,3,,,,1,,7,,,7,,,,1,,2,,,,1,,3,,,13,,,,1,,8,,,,1,,41,,,89,,,123,,,,1,,12,,,5,,,,1,,18,,,,1,,4,,,28,,,1,,,,1,,14,,,,1,,65,,,82,,,,1,
1798,642,370,1,1707,,,2,,,Laxton-1707-02-recto,,,,1,,,1,,30,,,December,,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,2,,,,1,,1,,,2,,,,1,,1,,,3,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,1,,,1,,,,1,,,1,,2,,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,3,,,,1,,2,,,2,,,,1,,2,,,,1,,1,,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,2,,,,1,,1,,,1,,,,1,,31,,,58,,,,1,,16,,,3,,,,1,,3,,,16,,,13,,,,1,,9,,,2,,,9,,,38,,,,1,,14,,,14,,,13,,,4,,,,1,,,1,,80,,,154,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,30,,,4,,,6,,,10,,,2,,,7,,,10,,,,1,,11,,,,1,,5,,,20,,,,1,,11,,,6,,,35,,,121,,,160,,,,1,,6,,,11,,,,1,,27,,,,1,,3,,,30,,,4,,,,1,,16,,,,1,,71,,,97,,,,1,
