notesID|weekID|billsection|inputternote|notetype
2301|1771/50|counts|Missing 100 from christenings total, could not find discrepancy|totals discrepancy
2302|1772/05|counts|10 missing burials in Without the Walls, could not find discrepancy|totals discrepancy
2303|1772/21|counts|Bottom of page cropped, Decreased sum missing.|part missing: damaged
2304|1772/28|counts|9 additional burials in overall totals, sum of males and females is 496 whereas given overall is 505, which matches parish group totals.|totals discrepancy
2305|1772/32|counts|9 christenings missing from overall total, 18 burials missing from Westminster and additional to total, possibly error in last two digits of Westminster-if switched, 102 fits both sums.|totals discrepancy
2306|1772/34|counts|Missing burial from total, could not find discrepancy|totals discrepancy
2307|1772/43|counts|17 additional burials in Without the Walls, could not find discrepancy|totals discrepancy
2308|1772/44|counts|9 additional christenings to total, could not find discrepancy|totals discrepancy
2309|1772/47|counts|2 burials missing from Without the Walls and 8 from overall total, could not find discrepancy|totals discrepancy
2310|1772/49|counts|100 additional christenings in totals, overall total includes missing ones, Females total possibly missing  100 as is 156 to the Males 233|totals discrepancy
2311|1773/21|counts|10 additional christenings in total, could not find discrepancy|totals discrepancy
2312|1773/29|counts|Additional burial in overall total, could not find discrepancy|totals discrepancy
2313|1773/31|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2314|1773/36|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2315|1773/38|counts|7 missing burials from Without the Walls, could not find discrepancy|totals discrepancy
2316|1773/39|counts|4 missing burials in Outparishes and 3 in Within the Walls, could not find discrepancy|totals discrepancy
2317|1773/40|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2318|1773/46|counts|Bottom of bill cropped, In/Decrease missing.|part missing: damaged
2319|1773/47|counts|2 missing burials from Outparishes, could not find discrepancy|totals discrepancy
2320|1773/49|counts|Bottom of bill cropped, In/Decrease missing. 2 missig burials from totals, but Male and Female totals sum to 397 whereas given overall total is 395 which is correct according to parish groupings.|part missing: damaged; totals discrepancy
2321|1773/50|counts|1 burial missing from Without the Walls, could not find discrepancy|totals discrepancy
2322|1773/51|counts|5 missing christenings from total, could not find discrepancy|totals discrepancy
2323|1773/52|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2324|1774/11|counts|10 missing burials in Westminster, could not find discrepancy|totals discrepancy
2325|1774/17|counts|2 additional burials in overall totals, 2 missing from Within the Walls and 27 additional to Without the Walls, could not find discrepancies|totals discrepancy
2326|1774/32|counts|23 missing burials in Westminster, first column of totals faded on fiche, could not find discrepancy|totals discrepancy
2327|1774/36|counts|36 burials missing from total, probably typeset error as males entered as 184 instead of 148, so included as this|totals discrepancy
2328|1774/38|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2329|1774/44|counts|20 missing from burial total, could not find discrepancy|totals discrepancy
2330|1774/47|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2331|1775/06|counts|4 missing burials from Outparishes, could not find discrepancy|totals discrepancy
2332|1775/11|counts|2 additional burials in total, could not find discrepancy|totals discrepancy
2333|1775/12|counts|Bottom of bill cropped, In/Decrease missing|part missing: damaged
2334|1775/16|counts|30 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2335|1775/19|counts|Missing burial in totals, 10 missing christenings from total, could not find discrepancies|totals discrepancy
2336|1775/32|counts|9 missing burials from Westminster, could not find discrepancy|totals discrepancy
2337|1775/38|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2338|1775/39|counts|Week 39 missing|no Bill
2339|1775/45|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2340|1775/47|counts|2 missing burials in Outparishes, could not find discrepancy. Bottom of bill cropped, in/decrease missing|totals discrepancy; part missing: damaged
2341|1775/48|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2342|1775/51|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2343|1776/05|counts|8 christenings missing from total, could not find discrepancy|totals discrepancy
2344|1776/10|counts|11 missing christenings from total, could not find discrepancy|totals discrepancy
2345|1776/32|counts|Bottom of bill cropped, In/decrease missing|part missing: damaged
2346|1776/39|counts|2 missing burials from overall totals, could not find discrepancy|totals discrepancy
2347|1776/40|counts|Dates do not follow accurately|interpretation
2348|1776/51|counts|25 missing from Within the Walls, 2 from Outparishes, fiche blotched and hard to make out|totals discrepancy
2349|1776/52|counts|Bottom of bill cropped, In/decrease missing|part missing: damaged
2350|1777/02|counts|Fiche faded out, 7 missing from Westminster, could not find discrepancy|totals discrepancy
2351|1777/12|counts|Missing christening from total, could not find discrepancy. Bottom of bill cropped, In/decrease missing|totals discrepancy; part missing: damaged
2352|1777/19|counts|Last digit of Westminster total faded out, total of parish grouping is 112 so included as that.|legibility
2353|1777/24|counts|Right side of bill cropped, Outparishes and Westminster missing burials|part missing: damaged
2354|1777/27|counts|5 missing from Outparishes, fiche blotched, could not make out discrepancy|totals discrepancy
2355|1777/28|counts|Missing burial in Within the Walls, fiche blotched, could not find discrepancy|totals discrepancy
2356|1777/32|counts|1 missng burial from Within the Walls, fiche blotched, could not make out discrepancy|totals discrepancy
2357|1777/46|counts|Bottom of bill cropped, In/decrease missing|part missing: damaged
2358|1777/48|counts|Bottom of bill cropped, In/decrease missing|part missing: damaged
2359|1778/01|counts|6 additional burials and christenings in respective totals, could not find discrepancy. Bottom of bill obscured, In/decease missing|totals discrepancy; part missing: damaged
2360|1778/22|counts|2 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2361|1778/23|counts|Missing christening in overall totals, sum of male and female has one additional to total, could not find other discrepancy|totals discrepancy
2362|1778/30|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2363|1778/38|counts|Missing burial in Westminster, could not find discrepancy|totals discrepancy
2364|1778/41|counts|4 missing burials in Without the Walls, would sum to given christening count, possibly typeset error|totals discrepancy
2365|1778/43|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2366|1779/09|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2367|1779/17|counts|Right hand side of bill torn, Outparishes and Westminster missing last column of counts(LAMB-PASW and MALS -PCOV respectively)|part missing: damaged
2368|1779/21|counts|Bottom of bill blotched, In/decrease obscured|part missing: damaged
2369|1779/22|counts|2 additional burials in Within the Walls, could not find discrepancy|totals discrepancy
2370|1779/36|counts|10 additional burials in overall total, could not find discrepancy|totals discrepancy
2371|1779/38|counts|Without the Walls and Outparishes have torn off right hand side of page, OLSW to HTMN removed and LAMB and BERM missing second digits.|part missing: damaged
2372|1779/44|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2373|1779/45|counts|Right side of page ripped, LAMB-PASW missing from Outparishes|part missing: damaged
2374|1780/05|counts|10 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2375|1780/10|counts|1 missing burial in Within the Walls, 10 additional christenings to total, could not find discrepancy|totals discrepancy
2376|1780/24|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2377|1780/28|counts|2 missing burials from Without the Walls, could not find discrepancy|totals discrepancy
2378|1780/41|counts|100 missing burials from overall total, and additional to Outparishes - group total missing first digit, included as 196|totals discrepancy
2379|1780/44|counts|20 missing from christening totals, could not find discrepancy|totals discrepancy
2380|1780/49|counts|6 missing christenings from total, could not find discrepancy|totals discrepancy
2381|1781/03|counts|2 missing christenings from total, could not find discrepancy|totals discrepancy
2382|1781/07|counts|2 additional burials in Without the Walls, could not find discrepancy|totals discrepancy
2383|1781/42|counts|10 missing burials from Outparishes, could not find discrepancy|totals discrepancy
2384|1781/49|counts|90 additional christenings to total, Outparishes and Westminster are same, could not find another discrepancy|totals discrepancy
2385|1781/52|counts|36 burials missing from total, sum of males and females is 543, which is 36 more than overall total given.|totals discrepancy
2386|1782/07|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2387|1782/11|counts|3 additional burials in overall totals, could not find discrepancy|totals discrepancy
2388|1782/14|counts|5 missing burials in Outparishes, could not find discrepancy, christening count would fit|totals discrepancy
2389|1782/16|counts|2 additional burials in Outparishes, could not find discrepancy. In/decrease not listed|totals discrepancy; format change
2390|1782/18|counts|Bottom of page cropped, In/decrease missing|part missing: damaged
2391|1782/24|counts|6 missing christenings from total, could not find discrepancy|totals discrepancy
2392|1782/27|counts|Bottom of page cropped, In/decrease missing|part missing: damaged
2393|1782/28|counts|Bottom of page cropped, In/decrease missing|part missing: damaged
2394|1782/30|counts|50 christenings missing from total, 37 burials additional to Westminster and missing from totals, totals for that parish group match previous week, probably typeset error|totals discrepancy
2395|1782/33|counts|2 additional burials in Within the Walls, could not find discrepancy|totals discrepancy
2396|1782/34|counts|9 missing burials from Within the Walls and additional to total, could not find discrepancy.|totals discrepancy
2397|1782/36|counts|Bottom of bill cropped, In/decrease missing|part missing: damaged
2398|1782/42|counts|Missing christening in totals, sum of male and female is 1 more than goven overall, could not find other discrepancy|totals discrepancy
2399|1783/09|counts|2 missing burials from Westminster, could not find discrepancy|totals discrepancy
2400|1783/10|counts|10 additional christenings, could not find discrepancy|totals discrepancy
2401|1783/13|counts|54 christenings additional to total, 8 burials missing from Westminster and additional to total, could not find discrepancies|totals discrepancy
2402|1783/18|counts|8 burials missing from Westminster and additional to total, probably addition error, could not find discrepancy|totals discrepancy
2403|1783/21|counts|Bottom of page cropped, In/decrease missing|part missing: damaged
2404|1783/23|counts|Bottom of page cropped, In/decrease missing|part missing: damaged
2405|1783/24|counts|Bottom of page cropped, In/decrease missing|part missing: damaged
2406|1783/26|counts|Bottom of page cropped, In/decrease missing|part missing: damaged
2407|1783/34|counts|Bottom of page cropped, In/decrease missing|part missing: damaged
2408|1783/38|counts|Bottom of page cropped, In/decrease missing|part missing: damaged
2409|1784/05|counts|20 additional burials in Without the Walls, could not find discrepancy|totals discrepancy
2410|1784/06|counts|2 additional burials in Within the Walls, could not find discrepancy|totals discrepancy
2411|1784/07|counts|Bottom of bill cropped, In/decrease missing|part missing: damaged
2412|1784/08|counts|10 additional christenings in total, could not find discrepancy|totals discrepancy
2413|1784/24|counts|20 burials additional to total, sum of males and females in 231 wehreas sum of parishes and given total is 251, probably typeset error|totals discrepancy
2414|1784/26|counts|Bottom of bill cropped, In/decrease missing. 2 additional burials in Without the Walls, 10 missing from total, could not find discrepancies|part missing: damaged; totals discrepancy
2415|1784/32|counts|30 missing christenings from total, could not find discrepancy|totals discrepancy
2416|1784/41|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2417|1784/48|counts|60 missing christenings from total, could not find discrepancy|totals discrepancy
2418|1784/49|counts|In/decrease cropped from page|part missing: damaged
2419|1785/13|counts|100 missing burials from total, sum of male and female is 441, 100 more than given total and sum of parishes which is 341|totals discrepancy
2420|1785/27|counts|Bottom of bill cropped, In/decrease missing|part missing: damaged
2421|1785/30|counts|70 additional christenings in total, could not find discrepancy|totals discrepancy
2422|1785/31|counts|5 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2423|1785/33|counts|100 missing christenings from total, probably addition error as females sum is very low.|totals discrepancy
2424|1786/01|counts|In/decrease not included on bill|format change
2425|1786/05|counts|100 missing burials from overall total - sum of male and female is 100 more than given oerall and for sum of parishes, probably typeset error|totals discrepancy
2426|1786/07|counts|3 missing burial from Outparishes, could not find discrepancy|totals discrepancy
2427|1786/08|counts|Additional burial in Westminster, could not find discrepancy|totals discrepancy
2428|1786/11|counts|2 additional burials in Westminster and missing from overall total, could not find discrepancy. In/decrease missing from bill|totals discrepancy; format change
2429|1786/16|counts|10 additional burials in Within the Walls and missing from overall total, probably typeset or addition error|totals discrepancy
2430|1786/25|counts|90 additional burials in Without the Walls and missing from total, possible typeset error in 216 instead of 126|totals discrepancy
2431|1786/30|counts|12 missing christenings from total, 3 additional burials in Westminster and missing from total, could not find discrepancies|totals discrepancy
2432|1786/31|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2433|1786/33|counts|40 burials additional to Outparishes and missing from overall total, could not find discrepancy|totals discrepancy
2434|1786/36|counts|20 missing burials from total, could not find discrepancy|totals discrepancy
2435|1786/52|counts|9 additional burials in Without the Walls, could not find discrepancy|totals discrepancy
2436|1787/11|counts|90 missing burials in Westminster and additional to total, could not find discrepancy|totals discrepancy
2437|1787/35|counts|100 missing burials from Outparishes and additional to total, probably typeset error of 270 instead of 170|totals discrepancy
2438|1788/18|counts|18 burials missing from Within the Walls and additional to total, probably typeset error with digits in parish group reversed from 35 to 53|totals discrepancy
2439|1788/28|counts|Note on bottom of page: 'The great number returned from St Giles in the Fields(GITF) is owing to the Clerk's neglect in not sending his reports for 26 weekds past, and are now only returned to the 1st of April last'|reporting period != this week
2440|1788/29|counts|Note at bottom of page about GITF: 'the remainder wanting in St Giles in the Fields is returned to this day'|reporting period != this week
2441|1788/30|counts|Note at bottom of page regarding MITF: 'There has been only two reports returned in 29 weeks from St Martin in the Fields, owing to the neglect of Mr. Milton, deputy Clerk'|reporting period != this week
2442|1788/43|counts|10 additional burials in overall totals, but sum of male and female is 10 less than given total of 200|totals discrepancy
2443|1788/46|counts|10 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2444|1788/52|counts|HACK note: 'Sto John at Hackney has returned 148 since the 8th of April in one report, having returned none since that time till now.'|reporting period != this week
2445|1789/08|counts|2 missing burials from Westminster, could not find discrepancy|totals discrepancy
2446|1789/10|counts|100 additional christenings and burials in overall totals, given totals are 100 more than sum of males and females, probably typeset error|totals discrepancy
2447|1789/13|counts|10 missing burials from Within the Walls and missing from overall total, could not find discrepancy|totals discrepancy
2448|1789/24|counts|Note for MITF: 'The increase this week is owing to Mr Milton, deputy clerk of St Martin in the Fields omitting 10 weeks, for which the Lord Mayor has fined him  1l.5s'|reporting period != this week
2449|1789/29|counts|77 additional christenings, total of male and females is 286 but overal given is 363 so addition error or omission|totals discrepancy
2450|1789/52|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2451|1790/09|counts|10 additional burials in Without the Walls, could not find discrepancy|totals discrepancy
2452|1790/10|counts|8 burials missing from Outparishes, could not find discrepancy|totals discrepancy
2453|1790/12|counts|80 additional to Outparishes and missing from total, probably typeset error|totals discrepancy
2454|1790/23|counts|10 missing burials in Westminster, could not find discrepancy|totals discrepancy
2455|1790/46|counts|2 missing burials from Within the Walls, could not find discrepancy|totals discrepancy
2456|1791/42|counts|10 additional christenings in total, could not find discrepancy|totals discrepancy
2457|1791/46|counts|2 missing burials from Within the Walls, could not find discrepancy|totals discrepancy
2458|1791/50|counts|Right side of bill cropped on original, last column of all parish groups and total burials for Outparishes and Westminster all cut off.|part missing: damaged
2459|1792/07|counts|9 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2460|1792/24|counts|20 missing burials in Outparishes, could not find discrepancy|totals discrepancy
2461|1792/51|counts|10 additional christenings in total, could not find discrepancy|totals discrepancy
2462|1792/52|counts|5 missing burials from Within the Walls, 10 from Outparishes, could not find discrepancies|totals discrepancy
2463|1793/10|counts|100 missing christenings from total, sum of parish group christenings is 345 so probably typeset or addition error|totals discrepancy
2464|1793/19|counts|Week 19 missing|no Bill
2465|1793/25|counts|2 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2466|1793/28|counts|4 additional burials from Within the Walls, could not find discrepancy|totals discrepancy
2467|1793/32|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2468|1793/49|counts|5 missing burials from Within the Walls, top of original bill cropped and parishes missing.|totals discrepancy; part missing: damaged
2469|1793/52|counts|Noted on bill: 'NB.. The great increase of this Week(52)s bill, is owing to the Clerk of St George Middlesex(GEEA) and others, not making their reports weekly.|reporting period != this week
2470|1794/04|counts|10 additional christenings in totals, sum of males and females is missing 10 from given overall total.|totals discrepancy
2471|1794/05|counts|3 missing burials from Within the Walls, could not find discrepancy|totals discrepancy
2472|1794/20|counts|10 missing burials from total, could not find discrepancy|totals discrepancy
2473|1794/27|counts|4 missing burials from Without the Walls, could not find discrepancy|totals discrepancy
2474|1794/41|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2475|1794/49|counts|Note on bill: The above number of Burials from St John, Hackney (HACK) are those of several months past.|reporting period != this week
2476|1794/51|counts|Note on bill: The whole year's burials from that parish(JOWP) sent in one report|reporting period != this week
2477|1795/07|counts|6 missing burials from Within the Walls, could not find discrepancy|totals discrepancy
2478|1795/11|counts|30 additional burials in overall totals - sum of males and females is 665 but given count is 635 so probable addition or typeset error|totals discrepancy
2479|1795/12|counts|Note on bill: The burials at St Dunstan Stepney(STEP) are for several weeks past.|reporting period != this week
2480|1795/15|counts|30 additional burials to Outparishes and missing from overall total, probably addition or typeset error.|totals discrepancy
2481|1795/18|counts|10 missing burials from Westminster, could not find discrepancy|totals discrepancy
2482|1795/27|counts|5 additional christenings to total, could not find discrepancy|totals discrepancy
2483|1795/29|counts|89 burials missing from Westminster, could not find discrepancy|totals discrepancy
2484|1795/39|counts|Missing 90 from burial totals - overall total is 398 while sum of male and female is 488, so probably typeset error of 297 instead of 207.|totals discrepancy
2485|1795/49|counts|Note on bill: The great increase in the burials is owing to several clerks neglecting to report weekly.'|reporting period != this week
2486|1795/51|counts|Note on bill: An increase of 212 in the burials this Week is owing to Mr Staple of Wapping(JOWP) and Mr Lacon of St George Middlesex(GEEA) neglecting to report for several months past.|reporting period != this week
2487|1796/04|counts|3 missing christenings from total, could not find discrepancy|totals discrepancy
2488|1796/09|counts|Additional christening in totals, could not find discrepancy|totals discrepancy
2489|1796/11|counts|Missing christening, could not find discrepancy|totals discrepancy
2490|1796/12|counts|Right side of bill faded, burials missing from parish groups for Without the Walls and Outparishes|part missing: illegible
2491|1796/13|counts|Missing burial from Within the Walls, could not find discrepancy|totals discrepancy
2492|1796/35|counts|Second digit of BOAR too faded to make out, 23 missing from total, included as 3. 23 missing christenings from total, could not find discrepancy|totals discrepancy
2493|1796/38|counts|3 missing burials fro Within the Walls, could not find discrepancy|totals discrepancy
2494|1796/40|counts|Note on bill: The number of burials for St John Hackney(HACK) are those for twelve weeks past.|reporting period != this week
2495|1796/46|counts|Additional christening in totals, sum of male and female is 1 less than given overall.|totals discrepancy
2496|1796/49|counts|100 missing christenings from total, could not find discrepancy|totals discrepancy
2497|1796/53|counts|18 missing christenings from total, could not find discrepancy. Note on bill: The great number of burials for St George in Middlesex(GEEA) is owing to Mr Lacon the Parish Clerk not reporting during the whole year until this week|totals discrepancy; reporting period != this week
2498|1797/17|counts|134 missing christenings from total, 2 additional burials to total, could not find discrepancy|totals discrepancy
2499|1797/36|counts|5 missing burials from Within the Walls, additional to total and missing from christenings total - probably christenings and burials total switched in error for that group. 8 additiona burials to Without the Walls, could not find discrepancy|totals discrepancy
2500|1797/39|counts|30 missing burials from Westminster, could not find discrepancy|totals discrepancy
2501|1797/45|counts|Right hand side of bill cropped and not on fiche, burials missing from Within the Walls, Without the Walls and Outparishes.|part missing: damaged
2502|1797/47|counts|20 missing burials from total, could not find discrepancy|totals discrepancy
2503|1798/09|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2504|1798/22|counts|4 missing burials from Within the Walls, could not find discrepancy|totals discrepancy
2505|1798/33|counts|10 missing burials in Westminster, could not find discrepancy|totals discrepancy
2506|1798/47|counts|Additional burial in Outparishes, could not find discrepancy|totals discrepancy
2507|1798/48|counts|Additional burial in Within the Walls, could not find discrepancy|totals discrepancy
2508|1798/51|counts|18 missing christenings from total, could not find discrepancy|totals discrepancy
2509|1799/27|counts|10 missing burials in Westminster, could not find discrepancy|totals discrepancy
2510|1799/31|counts|7 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2511|1799/45|counts|Note on bill: 'No report (CLED) since June 18, owing to the death of the late clerk.'|reporting period != this week
2512|1799/49|counts|10 additional christenings in total, could not find discrepancy|totals discrepancy
2513|1799/52|counts|Note on bill: 'The great increase in the burials is owing to a number of clerks who have not sent their reports weekly'. BRDL reappears this week.|reporting period != this week; format change
2514|1800/25|counts|10 additional burials in total and missing from Within the Walls, probably typset or addition error.|totals discrepancy
2515|1800/31|counts|Additional burial in Within the Walls, could not find discrepancy|totals discrepancy
2516|1800/35|counts|Additional burial in Within the Walls, could not find discrepancy|totals discrepancy
2517|1800/40|counts|399 additional christenings, total for Westminster listed as 432, likely typest error, have included as 34.|totals discrepancy
2518|1800/43|counts|7 missing burials from Outparishes, could not find discrepancy|totals discrepancy
2519|1800/47|counts|Note on bill: 'three weeks report' (SHOR)|reporting period != this week
2520|1801/03|counts|Right hand side of bill cropped, third column of lower parish groupings missing.|part missing: damaged
2521|1801/09|counts|60 missing christenings, could not find discrepancy|totals discrepancy
2522|1801/24|counts|right edge cropped or filmed on a slant: counts for parishes in third column cut off|part missing: damaged
2523|1801/35|counts|1 missing burial in Within the Walls|totals discrepancy
2524|1801/38|counts|Right hand side of bill cropped, Outparishes from NEWN to PASW missing digits.|part missing: damaged
2525|1801/53|counts|Crease in page between Without the Walls and Outparishes, sum missing from totals included for burials and christenings, Outparishes missing counts for CLRK and LAMB|part missing: damaged
2526|1802/08|counts|2 missing burials from Within the Walls, could not find discrepancy. 60 additional christenings to total|totals discrepancy
2527|1802/12|counts|1 additional to Without the Walls and missing from overall total, probably addition error|totals discrepancy
2528|1802/14|counts|18 additional christenings to total, could not find discrepancy|totals discrepancy
2529|1802/31|counts|10 missing christenings, could not find discrepancy|totals discrepancy
2530|1802/40|counts|2 additional burials in Westminster and missing from total, probably addition error|totals discrepancy
2531|1802/43|counts|Additional burial to overall total, sum of males and females missing 1 from given total, probably addition error|totals discrepancy
2532|1802/44|counts|2 missing christenings from total, could not find discrepancy|totals discrepancy
2533|1802/45|counts|7 additional burials in Without the Walls, could not find discrepancy|totals discrepancy
2534|1802/51|counts|9 missing christenings from  totals, could not find discrepancy|totals discrepancy
2535|1803/01|counts|Right hand side of bill cropped and missing, all parish groups missing last column, Outparishes and Westminster missing burial total.|part missing: damaged
2536|1803/45|counts|Missing burial from Outparishes, could not find discrepancy|totals discrepancy
2537|1803/49|counts|9 missing christenings from total, could not find discrepancy|totals discrepancy
2538|1803/51|counts|Additional christening to total, could not find discrepancy|totals discrepancy
2539|1803/52|counts|30 christenings additional to total, sum of male and female 30 less than given overall. Note on bill: 'This great increase is occasioned by many Parish Clerks omitting to send their reports for several months past.'|totals discrepancy; reporting period != this week
2540|1804/08|counts|3 missing burials from Without the Walls, could not find discrepancy|totals discrepancy
2541|1804/13|counts|6 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2542|1804/34|counts|No count for in/decrease listed on bill|format change
2543|1804/45|counts|18 additional burials to total, given sum of males and females is 353 which includes this, probably addition or typeset error|totals discrepancy
2544|1805/36|counts|1 burial additional to Outparishes and missing from total, probably addition error.|totals discrepancy
2545|1805/39|counts|3 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2546|1805/51|counts|Note on bill: This increase (CLRK) is owing to the Clerk of Pentonville Chapel having omitted to report his burials since Christmas|reporting period != this week
2547|1806/02|counts|10 missing christenings from total, sum of male and female is 10 more than given overall total.|totals discrepancy
2548|1806/36|counts|3 additional burials from Outparishes, could not find discrepancy|totals discrepancy
2549|1806/52|counts|10 burials missing from Westminster, could not find discrepancy|totals discrepancy
2550|1807/04|counts|2 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2551|1807/05|counts|5 missing burials in Outparishes, could not find discrepancy|totals discrepancy
2552|1807/06|counts|70 burials additional to Outparishes, 72 missing from total, sum of Outparishes is greater than given.|totals discrepancy
2553|1807/10|counts|9 missing burials from total and additional to Outparishes, probably error in typeset as parish group total 198 instead of 189|totals discrepancy
2554|1807/22|counts|1 additional christening to totals, 1 missing burial from totals, could not find discrepancies|totals discrepancy
2555|1808/09|counts|2 missing burials to Outparishes, 2 additional to Westminster and 2 missing from total, could not find discrepancies|totals discrepancy
2556|1808/49|counts|63 missing christenings from total, could not find discrepancy. Note on bill: This great increase arises from [name obscured] not reporting weekly|totals discrepancy; reporting period != this week
2557|1809/22|counts|30 additional burials in Outparishes and missing from overall total, probably addition or typeset error|totals discrepancy
2558|1809/25|counts|5 burials additional to Without the Walls, 36 from Westminster, could not find discrepancy|totals discrepancy
2559|1809/28|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2560|1809/29|counts|Within the Walls parishes burials and christening totals obscured by fold, counts missing from totals included|legibility
2561|1809/40|counts|6 missing christenings from total, could not find discrepancy. Right hand side of bill cropped, Outparishes missing third column of counts|totals discrepancy; part missing: damaged
2562|1810/04|counts|Missing burial from Within the Walls, could not find discrepancy|totals discrepancy
2563|1810/08|counts|Second digit of GITF missing, 24 missing from total, included as 24|legibility
2564|1810/30|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2565|1810/41|counts|9 additional burials in Outparishes, could not find discrepancy|totals discrepancy
2566|1810/44|counts|1 missing burial from Within the Walls, could not find discrepancy. Second digit of SAVS missing, 25 missing from total, included as 25|totals discrepancy
2567|1810/52|counts|Note on bill: The numbr of burials appearing against the parish of St James, Westminster(JSFI) is owing to the neglect of the clerk of that parish making a return of fifteen weeks at one time|reporting period != this week
2568|1812/10|counts|4 missing from Westminster, right hand side of bill ripped, counts missing|totals discrepancy; part missing: damaged
2569|1812/31|counts|5 burials missing from Outparishes, could not find discrepancy|totals discrepancy
2570|1812/32|counts|2 missing burials from Within the Walls, could not find discrepancy|totals discrepancy
2571|1813/05|counts|2 burials missing from Outparishes, could not find discrepancy|totals discrepancy
2572|1813/19|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2573|1813/22|counts|Additional burial in Within the Walls, could not find discrepancy|totals discrepancy
2574|1813/28|counts|2 missing burials from Without the Walls, could not find discrepancy|totals discrepancy
2575|1813/31|counts|6 missing christenings, could not find discrepancy|totals discrepancy
2576|1813/40|counts|Last digit of MWBG missing, 16 missing from total, included as 16|legibility
2577|1815/04|counts|2 additional burials in Within the Walls, could not find discrepancy|totals discrepancy
2578|1815/24|counts|Additional christening to total, could not find discrepancy|totals discrepancy
2579|1816/05|counts|2 additional burials in Within the Walls, could not find discrepancy|totals discrepancy
2580|1816/17|counts|2 additional burials in Outparishes, 9 in Westminster, handwritten notes on bill, could not orret discrepancies|totals discrepancy
2581|1816/41|counts|Bottom of page cropped, In/decrease missing|part missing: damaged
2582|1816/47|counts|Bottom of page cropped, in/decrease missing|part missing: damaged
2583|1816/48|counts|Bottom of page cropped, in/decrease missing|part missing: damaged
2584|1816/49|counts|Bottom of page cropped, in/decrease missing. 6 missing burials from Without the Walls, could not find discrepancy|part missing: damaged; totals discrepancy
2585|1816/52|counts|Bottom of page cropped, in/decrease missing. 6 missing burials from Without the Walls, could not find discrepancy|part missing: damaged; totals discrepancy
2586|1817/03|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2587|1817/19|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2588|1817/26|counts|Bottom of page cropped, in/decrease missing|part missing: damaged
2589|1817/27|counts|Bottom of page cropped, in/decrease missing|part missing: damaged
2590|1817/38|counts|45 additional burials in Westminster, could not find discrepancy. Bottom of page cropped, in/decrease missing|totals discrepancy; part missing: damaged
2591|1817/41|counts|Bottom of page cropped, in/decrease missing|part missing: damaged
2592|1817/44|counts|10 additional burials in Westminster, could not find discrepancy|totals discrepancy
2593|1817/45|counts|Bottom of page cropped, in/decrease missing|part missing: damaged
2594|1817/46|counts|Bottom of page cropped, in/decrease missing|part missing: damaged
2595|1818/45|counts|100 missing burials from Outparishes and additional to total, probably typeset or addition error|totals discrepancy
2596|1818/48|counts|Asterisk on burials increase but bottom of bill cropped, attached note missing|part missing: damaged
2597|1819/16|counts|3 additional burials in Within the Walls and missing from overall total, probably typeset error|totals discrepancy
2598|1819/19|counts|10 additional christenings to total, could not find discrepancy|totals discrepancy
2599|1819/22|counts|2 additional burials in Within the Walls and missing from total, could not find discrepancy|totals discrepancy
