Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,Unique ID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Allhallows Breadstreet - Buried,is_missing,is_illegible,Allhallows Great - Buried,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Pancras Pancras street - Buried,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Swithin- Buried,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,Christened in the 97 parishes within the walls,is_missing,is_illegible,Buried in the 97 parishes within the walls,is_missing,is_illegible,Plague in the 97 parishes within the walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St John Southwark,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Christened in the parishes without the walls,is_missing,is_illegible,Buried in the parishes without the walls,is_missing,is_illegible,Plague in the parishes without the walls,is_missing,is_illegible,St. Ann in Middlesex - Buried,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Middlesex - Buried,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,St George in Bloomsbury - Buried,is_missing,is_illegible,St. George in Middlesex,is_missing,is_illegible,St. George by Queen's Square - Buried,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,St John at Wapping - Buried,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St. Luke in Middlesex - Buried,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Matthew at Bethnal Green - Buried,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Ann in Westminster - Buried,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St George by Hanover Square - Buried,is_missing,is_illegible,St James in Westminster - Buried,is_missing,is_illegible,St. John the Evangelist - Buried,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Mary le Strand,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,Pesthouse in Westminster,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
715,293,237,1,1701,,,17,,,Laxton-1701-17-recto,,,8,,,April,,,15,,,April,,,2,,,3,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,2,,,1,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,3,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,2,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,2,,,3,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,,,,,,,,,1,,,2,,,3,,1,2,,,1,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,27,,,68,,,0,,,17,,,1,,,,,,7,,,9,,,9,,,,,,6,,,3,,,9,,,,,,,1,,19,,,11,,,6,,,2,,,,,,,1,,63,,,99,,,0,,,,1,,,,,,1,,34,,,,1,,,1,,,1,,28,,,3,,,2,,,7,,,2,,,9,,,,1,,,,,6,,,7,,,3,,,,,,11,,,,1,,13,,,85,,,125,,,0,,,6,,,8,,,,1,,24,,,,1,,22,,,35,,,,1,,,,,5,,,,1,,82,,,100,,,0,,
716,294,255,1,1701,,,18,,,Laxton-1701-18-recto,,,15,,,April,,,22,,,April,,,,,,1,,,,,,,,,,,,1,,,,,,3,,,,,,1,,,,,,,,,2,,,2,,,4,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,3,,,,,,,,,1,,,,,,3,,,1,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,2,,,1,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,25,,,54,,,0,,,21,,,3,,,,,,2,,,13,,,15,,,,,,3,,,4,,,8,,,43,,,,1,,12,,,8,,,9,,,,,,,,,,1,,106,,,141,,,0,,,,1,,,,,,1,,52,,,,1,,,1,,,1,,28,,,5,,,,,,6,,,2,,,10,,,,1,,3,,,9,,,5,,,3,,,,,,17,,,,1,,8,,,98,,,148,,,0,,,14,,,9,,,,1,,23,,,,1,,21,,,31,,,,1,,4,,,5,,,,1,,72,,,107,,,0,,
717,295,257,1,1701,,,19,,,Laxton-1701-19-recto,,,22,,,April,,,29,,,April,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,2,,,1,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,3,,,,,,,,,5,,,1,,,,,,1,,,1,,,3,,,,,,1,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,3,,,36,,,53,,,0,,,27,,,1,,,,,,3,,,12,,,12,,,,,,5,,,4,,,6,,,21,,,,1,,15,,,18,,,13,,,2,,,,,,,1,,78,,,139,,,0,,,,1,,3,,,,1,,45,,,,1,,,1,,,1,,24,,,11,,,,,,6,,,4,,,6,,,,1,,5,,,3,,,12,,,4,,,6,,,16,,,,1,,5,,,121,,,150,,,0,,,,,,6,,,,1,,23,,,,1,,23,,,28,,,,1,,3,,,5,,,,1,,65,,,88,,,0,,
718,296,275,1,1701,,,20,,,Laxton-1701-20-recto,,,29,,,April,,,6,,,May,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,1,,,2,,,2,,,1,,,1,,,1,,,1,,,1,,,,,,,,,2,,,4,,,,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,2,,,4,,,1,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,1,,,,,,2,,,3,,,1,,,1,,,,,,1,,,1,,,24,,,62,,,0,,,13,,,3,,,,,,3,,,15,,,16,,,,,,4,,,6,,,8,,,27,,,,1,,12,,,13,,,8,,,,,,,,,,1,,79,,,128,,,0,,,,1,,1,,,,1,,53,,,,1,,,1,,,1,,23,,,,,,1,,,4,,,3,,,8,,,,1,,,,,7,,,7,,,1,,,,,,15,,,,1,,11,,,93,,,134,,,0,,,10,,,11,,,,1,,28,,,,1,,14,,,36,,,,1,,2,,,5,,,,1,,62,,,106,,,0,,
759,297,276,1,1701,,,21,,,Laxton-1701-21-recto,,,6,,,May,,,13,,,May,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,2,,,3,,,,,,,,,1,,,2,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,3,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,1,,,,,,1,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,,,,2,,,,,,,,,,,,35,,,55,,,0,,,14,,,1,,,1,,,1,,,16,,,9,,,,,,4,,,4,,,11,,,29,,,,1,,15,,,10,,,18,,,2,,,2,,,,1,,103,,,137,,,0,,,,1,,,,,,1,,43,,,,1,,,1,,,1,,34,,,14,,,3,,,6,,,5,,,10,,,,1,,8,,,7,,,14,,,6,,,,,,16,,,,1,,7,,,108,,,173,,,0,,,15,,,7,,,,1,,26,,,,1,,13,,,30,,,,1,,2,,,1,,,,1,,60,,,94,,,0,,
760,298,277,1,1701,,,22,,,Laxton-1701-22-recto,,,13,,,May,,,20,,,May,,,,,,3,,,,,,3,,,,,,,,,,,,,,,1,,,2,,,,,,2,,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,3,,,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,2,,,1,,,2,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,2,,,1,,,,,,,,,2,,,1,,,,,,,,,2,,,,,,,,,1,,,,,,,,,20,,,52,,,0,,,26,,,,,,2,,,1,,,13,,,4,,,,,,6,,,3,,,9,,,23,,,,1,,8,,,10,,,8,,,1,,,,,,,1,,89,,,114,,,0,,,,1,,1,,,,1,,40,,,,1,,,1,,,1,,35,,,4,,,3,,,4,,,3,,,15,,,,1,,4,,,9,,,9,,,2,,,13,,,13,,,,1,,7,,,105,,,162,,,0,,,17,,,5,,,,1,,22,,,,1,,13,,,29,,,,1,,,,,2,,,,1,,57,,,88,,,0,,
761,299,278,1,1701,,,23,,,Laxton-1701-23-recto,,,20,,,May,,,27,,,May,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,2,,,2,,,,,,,,,1,,,2,,,1,,,1,,,,,,1,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,1,,,1,,,1,,,,,,2,,,2,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,32,,,50,,,0,,,25,,,3,,,,,,2,,,11,,,9,,,1,,,6,,,4,,,7,,,20,,,,1,,15,,,10,,,7,,,,,,,,,,1,,87,,,120,,,0,,,,1,,4,,,,1,,40,,,,1,,,1,,,1,,19,,,7,,,,,,4,,,2,,,12,,,,1,,2,,,4,,,6,,,10,,,4,,,17,,,,1,,9,,,130,,,140,,,0,,,9,,,17,,,,1,,15,,,,1,,16,,,26,,,,1,,3,,,8,,,,1,,60,,,94,,,0,,
762,300,279,1,1701,,,24,,,Laxton-1701-24-recto,,,27,,,May,,,3,,,June,,,1,,,,,,1,,,2,,,,,,1,,,1,,,,,,3,,,,,,,,,,,,2,,,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,3,,,,,,1,,,,,,,,,2,,,,,,1,,,1,,,,,,2,,1,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,1,,,2,,,1,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,2,,,1,,,1,,,,,,1,,,1,,,1,,,,,,,,,,,,3,,,2,,,,,,,,,,,,1,,,1,,,,,,2,,,,,,2,,,,,,1,,,,,,38,,,61,,,0,,,20,,,2,,,,,,6,,,8,,,10,,,,,,5,,,3,,,5,,,20,,,,1,,21,,,7,,,14,,,2,,,1,,,,1,,80,,,124,,,0,,,,1,,3,,,,1,,36,,,,1,,,1,,,1,,29,,,4,,,2,,,4,,,3,,,10,,,,1,,3,,,6,,,7,,,4,,,2,,1,16,,,,1,,9,,,120,,,138,,,0,,,7,,,6,,,,1,,18,,,,1,,13,,,28,,,,1,,1,,,4,,,,1,,55,,,77,,,0,,
763,301,281,1,1701,,,25,,,Laxton-1701-25-recto,,,3,,,June,,,10,,,June,,,,,,2,,,,,,,,,,,,,,,2,,,1,,,3,,,,,,1,,,,,,2,,,3,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,2,,,1,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,26,,,43,,,0,,,12,,,2,,,,,,3,,,9,,,13,,,,,,3,,,3,,,5,,,22,,,,1,,11,,,5,,,11,,,,,,,,,,1,,78,,1,99,,,0,,,,1,,2,,,,1,,38,,,,1,,,1,,,1,,21,,,4,,,,,,3,,,5,,,12,,,,1,,3,,,,,,4,,,5,,,,,,8,,,,1,,6,,,96,,,111,,,0,,,9,,,5,,,,1,,20,,,,1,,15,,,20,,,,1,,,,,5,,,,1,,68,,,74,,,0,,
764,302,288,1,1701,,,26,,,Laxton-1701-26-recto,,,10,,,June,,,17,,,June,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,1,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,2,,,,,,26,,,35,,,0,,,19,,,2,,,1,,,3,,,10,,,7,,,,,,3,,,3,,,7,,,23,,,,1,,12,,,14,,,15,,,,,,,,,,1,,100,,,119,,,0,,,,1,,1,,,,1,,42,,,,1,,,1,,,1,,20,,,8,,,4,,,4,,,2,,,8,,,,1,,2,,,10,,,6,,,1,,,,,,6,,,,1,,8,,,106,,,132,,,0,,,8,,,9,,,,1,,18,,,,1,,17,,,19,,,,1,,2,,,4,,,,1,,60,,,77,,,0,,
765,303,289,1,1701,,,27,,,Laxton-1701-27-recto,,,17,,,June,,,24,,,June,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,4,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,25,,,37,,,0,,,14,,,1,,,2,,,4,,,6,,,6,,,,,,9,,,3,,,8,,,19,,,,1,,9,,,10,,,18,,,,,,,,,,1,,84,,,109,,,0,,,,1,,2,,,,1,,26,,,,1,,,1,,,1,,22,,,4,,,4,,,5,,,4,,,6,,,,1,,3,,,5,,,7,,,4,,,7,,,9,,,,1,,5,,,95,,,113,,,0,,,8,,,6,,,,1,,18,,,,1,,15,,,26,,,,1,,3,,,3,,,,1,,66,,,79,,,0,,
766,304,290,1,1701,,,28,,,Laxton-1701-28-recto,,,24,,,June,,,1,,,July,,,,,,3,,,,,,1,,,,,,2,,,,,,,,,1,,,,,,1,,,1,,,1,,,1,,,4,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,1,,,,,,,,,1,,,4,,,,,,1,,,,,,,,,1,,,2,,,5,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,1,,,1,,,41,,,62,,,0,,,14,,,4,,,,,,2,,,9,,,9,,,,,,5,,,3,,,2,,,25,,,,1,,21,,,14,,,10,,,3,,,,,,,1,,96,,,121,,,0,,,,1,,1,,,,1,,37,,,,1,,,1,,,1,,25,,,5,,,2,,,3,,,1,,,11,,,,1,,3,,,9,,,8,,,3,,,6,,,13,,,,1,,8,,,99,,,135,,,0,,,10,,,3,,,,1,,20,,,,1,,11,,,28,,,,1,,5,,,3,,,,1,,58,,,80,,,0,,
767,305,291,1,1701,,,29,,,Laxton-1701-29-recto,,,1,,,July,,,7,,,July,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,1,,,1,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,3,,,,,,1,,,4,,,1,,,2,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,1,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,3,,,2,,,1,,,,,,,,,,,,2,,,39,,,56,,,0,,,18,,,2,,,3,,,5,,,11,,,8,,,,,,3,,,1,,,3,,,21,,,,1,,10,,,9,,,12,,,1,,,,,,,1,,83,,,107,,,0,,,,1,,1,,,,1,,39,,,,1,,,1,,,1,,28,,,5,,,3,,,7,,,2,,,6,,,,1,,1,,,4,,,16,,,3,,,3,,,9,,,,1,,7,,,89,,,134,,,0,,,5,,,7,,,,1,,21,,,,1,,11,,,22,,,,1,,2,,,6,,,,1,,75,,,74,,,0,,
768,306,292,1,1701,,,30,,,Laxton-1701-30-recto,,,8,,,July,,,15,,,July,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,1,,,,,,1,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,17,,,35,,,0,,,12,,,1,,,,,,5,,,10,,,5,,,,,,4,,,2,,,6,,,20,,,,1,,16,,,17,,,15,,,2,,,,,,,1,,77,,,115,,,0,,,,1,,2,,,,1,,42,,,,1,,,1,,,1,,23,,,7,,,4,,,10,,,3,,,8,,,,1,,1,,,6,,,9,,,6,,,,,,11,,,,1,,8,,,80,,,140,,,0,,,11,,,7,,,,1,,15,,,,1,,14,,,19,,,,1,,2,,,6,,,,1,,68,,,74,,,0,,
769,307,293,1,1701,,,31,,,Laxton-1701-31-recto,,,15,,,July,,,22,,,July,,,1,,,,,,,,,,,,,,,,,,3,,,1,,,1,,,,,,,,,2,,,,,,1,,,2,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,2,,,,,,3,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,1,,,2,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,1,,,1,,,2,,,3,,,,,,1,,,,,,,,,38,,,54,,,0,,,18,,,,,,,,,2,,,16,,,6,,,,,,5,,,4,,,8,,,26,,,,1,,20,,,16,,,17,,,1,,,1,,,,1,,87,,,140,,,0,,,,1,,2,,,,1,,43,,,,1,,,1,,,1,,21,,,5,,,,,,5,,,5,,,8,,,,1,,,,,9,,,8,,,8,,,9,,,12,,,,1,,12,,,84,,,147,,,0,,,7,,,7,,,,1,,24,,,,1,,25,,,30,,,,1,,1,,,4,,,,1,,65,,,98,,,0,,
